,0
519,313.235
520,173.277
521,259.281
522,182.253
523,183.257
524,225.229
525,198.250
526,294.232
527,218.240
528,334.237
529,274.230
530,210.231
531,194.256
532,269.232
533,279.240
534,231.252
535,350.219
536,228.256
537,220.243
538,359.183
539,323.227
540,259.264
541,243.230
542,330.220
543,204.268
544,362.180
545,255.268
546,289.242
547,032.180
548,276.255
549,233.269
550,297.238
551,331.243
552,249.279
553,179.256
554,232.259
555,262.245
556,234.274
557,322.219
558,324.225
559,349.226
560,339.224
561,706.190
562,231.225
563,214.279
564,227.250
565,209.245
566,251.285
567,224.223
568,299.254
569,072.185
570,224.230
571,319.248
572,231.255
573,220.234
574,276.237
575,220.278
576,640.224
577,232.225
578,248.251
579,277.280
580,237.214
581,151.274
582,313.238
583,299.229
584,353.224
585,263.259
586,237.263
587,241.261
588,177.269
589,353.229
590,258.230
591,320.240
592,183.247
593,462.232
594,340.236
595,288.237
596,256.231
597,296.252
598,225.274
599,242.229
600,298.255
601,197.251
602,054.226
603,156.285
604,300.241
605,297.246
606,200.258
607,164.278
608,163.274
609,224.267
610,284.265
611,268.301
612,229.242
613,237.263
614,164.283
615,176.261
616,250.263
617,250.261
618,238.288
619,263.260
620,263.257
621,322.239
622,198.250
623,239.266
624,364.222
625,218.262
626,378.272
627,172.268
628,333.238
629,333.234
630,241.230
631,165.266
632,333.239
633,199.274
634,284.265
635,239.270
636,166.272
637,332.220
638,282.249
639,332.231
640,172.265
641,235.269
642,159.273
643,028.179
644,267.242
645,297.244
646,225.261
647,318.223
648,196.265
649,267.285
650,245.226
651,299.250
652,200.282
653,246.254
654,336.221
655,201.254
656,246.286
657,196.273
658,273.246
659,234.267
660,199.241
661,233.273
662,275.244
663,224.249
664,279.283
665,232.244
666,335.223
667,203.276
668,226.248
669,205.244
670,342.237
671,315.250
672,251.229
673,213.223
674,303.240
675,256.244
676,289.231
677,272.241
678,314.239
679,253.251
680,191.266
681,213.235
682,209.252
683,217.237
684,194.264
685,354.244
686,206.248
687,197.242
688,204.242
689,232.248
690,268.301
691,230.252
692,202.269
693,322.247
694,248.259
695,284.247
696,193.266
697,168.267
698,231.222
699,318.235
700,298.274
701,291.257
702,297.248
703,205.245
704,272.242
705,348.180
706,198.268
707,198.248
708,286.249
709,263.236
710,268.255
711,228.254
712,347.226
713,275.236
714,289.256
715,254.217
716,280.264
717,238.241
718,167.266
719,184.266
720,198.263
721,239.228
722,339.232
723,189.252
724,247.250
725,250.238
726,245.235
727,225.221
728,281.240
729,244.286
730,228.248
731,205.286
732,224.246
733,181.266
734,288.248
735,212.271
736,239.240
737,263.237
738,285.259
739,248.261
740,211.281
741,324.244
742,187.244
743,174.264
744,188.247
745,263.282
746,183.257
747,317.241
748,244.259
749,306.228
750,233.271
751,705.192
752,260.242
753,250.244
754,197.243
755,236.222
756,296.257
757,204.264
758,308.225
759,403.238
760,249.229
761,197.257
762,300.222
763,337.239
764,259.249
765,297.225
766,301.249
767,237.239
768,243.214
769,287.243
770,234.265
771,216.270
772,229.248
773,236.271
774,285.256
775,352.180
776,323.229
777,237.216
778,329.243
779,225.246
780,395.218
781,223.278
782,316.232
783,301.247
784,162.283
785,209.254
786,255.239
787,386.248
788,234.261
789,251.268
790,195.258
791,251.256
792,261.267
793,210.256
794,210.230
795,198.250
796,194.283
797,209.249
798,203.273
799,168.273
800,270.254
801,195.259
802,320.249
803,167.264
804,251.241
805,246.287
806,215.249
807,258.247
808,199.235
809,233.248
810,376.181
811,013.200
812,305.251
813,272.243
814,303.251
815,257.245
816,245.286
817,229.242
818,221.255
819,215.238
820,222.245
821,219.258
822,225.252
823,191.254
824,239.218
825,313.248
826,231.239
827,230.240
828,199.271
829,085.180
830,235.272
831,174.259
832,670.221
833,192.259
834,226.283
835,345.235
836,310.230
837,285.241
838,197.252
839,321.241
840,223.259
841,173.264
842,175.276
843,251.260
844,196.256
845,227.242
846,291.238
847,300.250
848,334.220
849,262.260
850,286.252
851,199.265
852,277.241
853,182.271
854,304.219
855,208.282
856,197.240
857,170.262
858,181.270
859,263.251
860,235.271
861,283.243
862,238.241
863,255.242
864,208.259
865,319.220
866,160.274
867,252.241
868,197.265
869,352.230
870,227.258
871,222.268
872,259.289
873,221.232
874,237.241
875,217.282
876,200.242
877,249.241
878,266.253
879,195.266
880,205.240
881,275.242
882,241.259
883,301.245
884,198.276
885,340.227
886,199.251
887,292.253
888,244.264
889,297.244
890,287.260
891,206.250
892,293.243
893,234.250
894,156.274
895,219.270
896,312.229
897,272.253
898,316.240
899,290.252
900,289.243
901,269.240
902,173.260
903,256.219
904,281.245
905,257.248
906,640.224
907,247.249
908,265.242
909,305.222
910,281.236
911,317.232
912,200.283
913,277.253
914,234.224
915,276.255
916,227.275
917,234.232
918,322.232
919,158.283
920,220.242
921,214.271
922,019.237
923,268.286
924,306.240
925,279.268
926,285.263
927,282.258
928,302.230
929,318.242
930,279.242
931,265.246
932,004.180
933,273.249
934,269.250
935,248.258
936,231.264
937,228.267
938,232.250
939,214.247
940,241.268
941,244.231
942,340.269
943,232.273
944,250.244
945,205.267
946,263.233
947,239.245
948,274.241
949,240.255
950,267.260
951,234.256
952,262.234
953,249.255
954,245.255
955,247.241
956,240.276
957,675.183
958,174.260
959,235.292
960,298.238
961,181.265
962,366.183
963,285.262
964,247.237
965,221.223
966,325.241
967,237.278
968,234.274
969,159.281
970,264.231
971,317.225
972,212.249
973,186.246
974,247.253
975,291.249
976,299.247
977,342.241
978,360.221
979,280.238
980,230.217
981,226.273
982,298.239
983,252.239
984,212.263
985,156.283
986,272.259
987,158.273
988,170.270
989,220.280
990,335.235
991,281.255
992,221.274
993,171.274
994,239.249
995,239.271
996,250.267
997,327.218
998,205.275
999,274.238
1000,596.228
1001,207.266
1002,252.243
1003,213.241
1004,214.269
1005,250.239
1006,331.241
1007,209.269
1008,306.219
1009,290.241
1010,243.239
1011,259.230
1012,317.240
1013,175.261
1014,196.281
1015,232.216
1016,274.267
1017,245.253
1018,231.260
1019,698.184
1020,236.265
1021,223.242
1022,175.261
1023,189.253
1024,245.261
1025,325.246
1026,257.277
1027,268.260
1028,234.221
1029,251.232
1030,352.223
1031,297.252
1032,160.278
1033,205.260
1034,266.280
1035,398.226
1036,332.222
1037,198.249
1038,214.267
1039,297.241
1040,238.249
1041,180.271
1042,233.239
1043,202.255
1044,258.240
1045,280.256
1046,282.243
1047,252.277
1048,325.241
1049,226.258
1050,247.257
1051,244.241
1052,266.255
1053,021.179
1054,259.263
1055,308.244
1056,241.239
1057,354.225
1058,267.248
1059,316.238
1060,213.280
1061,249.253
1062,269.244
1063,273.234
1064,206.247
1065,328.223
1066,350.229
1067,227.237
1068,279.231
1069,249.239
1070,180.274
1071,163.266
1072,260.252
1073,215.261
1074,289.249
1075,284.252
1076,209.239
1077,287.280
1078,308.246
1079,220.242
1080,346.219
1081,181.260
1082,323.228
1083,186.279
1084,246.267
1085,260.243
1086,200.235
1087,211.269
1088,359.186
1089,307.227
1090,264.230
1091,319.249
1092,205.282
1093,176.257
1094,249.220
1095,336.229
1096,219.244
1097,318.239
1098,290.254
1099,289.243
1100,171.265
1101,348.182
1102,196.257
1103,282.232
1104,271.233
1105,236.215
1106,215.256
1107,250.251
1108,157.281
1109,261.254
1110,166.273
1111,231.218
1112,257.249
1113,268.249
1114,240.239
1115,256.268
1116,245.294
1117,204.257
1118,260.252
1119,255.259
1120,275.233
1121,258.261
1122,213.267
1123,221.240
1124,193.269
1125,207.256
1126,203.266
1127,700.179
1128,306.240
1129,208.250
1130,329.243
1131,264.267
1132,282.247
1133,256.246
1134,222.260
1135,317.241
1136,275.245
1137,225.233
1138,277.268
1139,277.255
1140,325.235
1141,302.252
1142,266.255
1143,232.279
1144,262.256
1145,297.236
1146,254.265
1147,281.243
1148,225.265
1149,301.253
1150,233.248
1151,221.250
1152,310.253
1153,195.240
1154,338.229
1155,239.214
1156,290.256
1157,266.268
1158,211.248
1159,256.278
1160,285.258
1161,335.220
1162,266.258
1163,262.266
1164,309.252
1165,188.256
1166,253.220
1167,402.228
1168,262.262
1169,172.277
1170,215.252
1171,165.278
1172,180.258
1173,242.244
1174,269.241
1175,013.259
1176,213.246
1177,284.257
1178,232.252
1179,225.226
1180,219.249
1181,330.232
1182,353.221
1183,167.278
1184,305.257
1185,206.269
1186,219.240
1187,348.220
1188,337.235
1189,264.233
1190,308.240
1191,222.268
1192,221.243
1193,260.258
1194,334.230
1195,215.236
1196,170.268
1197,237.274
1198,240.240
1199,363.180
1200,315.238
1201,227.237
1202,286.235
1203,281.248
1204,249.231
1205,206.263
1206,183.273
1207,294.259
1208,324.237
1209,177.273
1210,200.266
1211,169.262
1212,267.259
1213,215.249
1214,305.241
1215,177.265
1216,015.204
1217,403.223
1218,299.254
1219,208.235
1220,240.246
1221,205.241
1222,191.290
1223,249.252
1224,158.282
1225,215.250
1226,203.242
1227,179.273
1228,244.234
1229,278.280
1230,236.268
1231,208.265
1232,150.282
1233,221.279
1234,312.220
1235,237.259
1236,306.239
1237,275.283
1238,222.262
1239,267.261
1240,206.263
1241,254.242
1242,168.269
1243,264.230
1244,346.228
1245,331.224
1246,226.283
1247,273.263
1248,212.258
1249,265.239
1250,206.279
1251,275.259
1252,271.241
1253,166.279
1254,231.221
1255,352.265
1256,304.224
1257,232.228
1258,263.263
1259,268.259
1260,167.265
1261,256.268
1262,207.253
1263,270.263
1264,256.238
1265,217.241
1266,338.222
1267,244.288
1268,241.269
1269,214.230
1270,163.269
1271,452.239
1272,252.252
1273,307.224
1274,260.274
1275,185.266
1276,308.244
1277,254.257
1278,299.231
1279,319.234
1280,203.264
1281,656.194
1282,373.180
1283,173.263
1284,224.265
1285,205.251
1286,239.250
1287,196.275
1288,217.279
1289,333.228
1290,228.242
1291,251.236
1292,235.240
1293,208.253
1294,196.282
1295,210.280
1296,171.274
1297,272.268
1298,238.244
1299,219.257
1300,231.256
1301,284.240
1302,255.288
1303,264.268
1304,273.268
1305,291.238
1306,212.243
1307,324.219
1308,342.220
1309,254.244
1310,274.245
1311,292.256
1312,259.260
1313,189.270
1314,181.264
1315,187.265
1316,328.225
1317,326.231
1318,191.260
1319,275.283
1320,266.257
1321,263.254
1322,277.257
1323,159.274
1324,045.228
1325,214.277
1326,602.236
1327,178.257
1328,249.239
1329,229.252
1330,264.248
1331,219.261
1332,232.233
1333,171.264
1334,311.252
1335,643.180
1336,229.225
1337,206.246
1338,217.243
1339,271.270
1340,159.280
1341,258.257
1342,202.234
1343,210.231
1344,203.243
1345,202.264
1346,285.281
1347,347.233
1348,270.270
1349,238.256
1350,339.221
1351,333.237
1352,227.238
1353,266.256
1354,262.236
1355,181.277
1356,312.240
1357,273.244
1358,170.277
1359,220.243
1360,185.251
1361,273.284
1362,211.262
1363,260.253
1364,278.259
1365,216.256
1366,249.251
1367,196.272
1368,216.275
1369,178.264
1370,215.253
1371,301.230
1372,214.275
1373,185.257
1374,196.245
1375,250.288
1376,244.221
1377,145.279
1378,219.281
1379,276.282
1380,187.243
1381,315.244
1382,202.278
1383,317.241
1384,291.252
1385,289.238
1386,222.234
1387,195.263
1388,369.220
1389,141.280
1390,225.269
1391,218.264
1392,217.238
1393,282.238
1394,262.233
1395,235.295
1396,175.276
1397,213.239
1398,195.256
1399,292.234
1400,207.250
1401,250.280
1402,317.249
1403,302.225
1404,013.231
1405,178.264
1406,322.226
1407,208.263
1408,346.222
1409,213.246
1410,173.279
1411,168.269
1412,274.231
1413,252.235
1414,258.265
1415,236.267
1416,218.258
1417,261.264
1418,224.236
1419,311.230
1420,276.253
1421,271.256
1422,327.231
1423,148.276
1424,230.242
1425,241.238
1426,332.225
1427,198.263
1428,233.253
1429,231.218
1430,240.226
1431,193.268
1432,268.232
1433,261.255
1434,227.272
1435,243.291
1436,296.259
1437,330.218
1438,248.249
1439,347.182
1440,240.240
1441,310.245
1442,358.277
1443,254.276
1444,245.263
1445,034.179
1446,272.253
1447,155.271
1448,312.243
1449,038.262
1450,314.250
1451,219.259
1452,315.249
1453,183.272
1454,204.248
1455,217.267
1456,016.195
1457,265.264
1458,180.255
1459,259.214
1460,209.254
1461,195.264
1462,325.237
1463,351.233
1464,252.260
1465,330.218
1466,315.244
1467,189.279
1468,324.246
1469,141.282
1470,159.280
1471,212.267
1472,186.268
1473,215.248
1474,367.218
1475,283.261
1476,226.277
1477,292.243
1478,251.257
1479,228.235
1480,351.222
1481,253.260
1482,225.263
1483,295.247
1484,229.246
1485,174.275
1486,329.239
1487,317.234
1488,273.261
1489,233.224
1490,223.281
1491,321.247
1492,163.270
1493,367.182
1494,303.245
1495,248.220
1496,172.262
1497,208.255
1498,227.253
1499,269.256
1500,297.239
1501,304.248
1502,179.270
1503,253.239
1504,318.228
1505,288.263
1506,157.282
1507,179.276
1508,239.289
1509,266.261
1510,326.242
1511,343.234
1512,214.250
1513,244.226
1514,507.196
1515,297.241
1516,247.292
1517,187.271
1518,242.224
1519,195.270
1520,225.271
1521,272.267
1522,263.299
1523,281.247
1524,243.244
1525,244.240
1526,214.265
1527,206.260
1528,636.191
1529,194.276
1530,240.227
1531,259.255
1532,200.281
1533,299.254
1534,271.241
1535,259.215
1536,239.260
1537,232.242
1538,184.262
1539,188.278
1540,288.244
1541,250.250
1542,357.218
1543,292.238
1544,340.233
1545,417.236
1546,216.259
1547,212.278
1548,234.263
1549,237.234
1550,237.270
1551,168.265
1552,292.249
1553,233.250
1554,201.240
1555,288.249
1556,350.230
1557,234.263
1558,217.247
1559,199.275
1560,244.252
1561,214.276
1562,228.277
1563,235.258
1564,289.260
1565,330.228
1566,224.274
1567,215.263
1568,195.307
1569,352.230
1570,222.224
1571,212.271
1572,147.277
1573,314.236
1574,319.220
1575,225.255
1576,351.230
1577,156.272
1578,202.258
1579,208.243
1580,447.223
1581,238.258
1582,219.246
1583,217.261
1584,332.242
1585,266.283
1586,308.219
1587,274.259
1588,285.239
1589,200.253
1590,188.307
1591,238.243
1592,264.285
1593,268.263
1594,318.238
1595,221.263
1596,216.233
1597,330.237
1598,290.245
1599,268.243
1600,219.275
1601,180.256
1602,261.234
1603,230.263
1604,319.248
1605,151.283
1606,287.247
1607,240.291
1608,217.233
1609,222.255
1610,225.238
1611,230.234
1612,301.254
1613,219.266
1614,300.241
1615,293.256
1616,195.263
1617,321.234
1618,266.244
1619,210.253
1620,155.275
1621,284.255
1622,263.284
1623,188.263
1624,226.234
1625,261.281
1626,232.220
1627,238.251
1628,170.263
1629,352.222
1630,232.280
1631,316.251
1632,282.247
1633,316.240
1634,170.271
1635,240.236
1636,297.224
1637,192.267
1638,196.238
1639,288.238
1640,226.276
1641,241.239
1642,189.262
1643,227.248
1644,226.241
1645,253.245
1646,365.219
1647,243.248
1648,317.240
1649,190.255
1650,288.260
1651,253.230
1652,180.270
1653,233.270
1654,351.181
1655,264.245
1656,252.219
1657,246.258
1658,234.276
1659,216.256
1660,262.232
1661,236.238
1662,238.262
1663,177.277
1664,354.183
1665,231.279
1666,345.236
1667,218.256
1668,218.249
1669,280.254
1670,316.251
1671,236.271
1672,022.200
1673,268.272
1674,226.239
1675,334.223
1676,194.242
1677,196.251
1678,233.221
1679,685.207
1680,314.245
1681,229.271
1682,206.238
1683,214.258
1684,201.250
1685,229.276
1686,318.230
1687,224.257
1688,283.247
1689,318.248
1690,170.271
1691,211.254
1692,225.274
1693,180.273
1694,267.249
1695,239.238
1696,205.230
1697,242.257
1698,221.252
1699,272.271
1700,260.254
1701,663.182
1702,228.292
1703,274.214
1704,301.251
1705,157.276
1706,249.267
1707,221.259
1708,157.275
1709,147.282
1710,153.283
1711,142.283
1712,165.275
1713,203.277
1714,160.282
1715,280.240
1716,240.242
1717,239.251
1718,299.225
1719,353.182
1720,174.259
1721,220.240
1722,315.239
1723,185.253
1724,173.270
1725,261.231
1726,233.293
1727,273.215
1728,259.258
1729,248.230
1730,216.259
1731,347.271
1732,252.288
1733,316.235
1734,246.244
1735,203.255
1736,227.238
1737,251.268
1738,251.256
1739,184.265
1740,312.247
1741,305.232
1742,680.186
1743,197.253
1744,291.255
1745,186.253
1746,352.253
1747,304.255
1748,229.264
1749,263.261
1750,191.248
1751,212.272
1752,333.231
1753,234.259
1754,261.242
1755,198.273
1756,241.261
1757,212.246
1758,159.282
1759,229.275
1760,370.181
1761,260.260
1762,304.257
1763,215.268
1764,312.249
1765,218.249
1766,156.285
1767,214.247
1768,257.241
1769,320.241
1770,276.248
1771,276.248
1772,269.262
1773,258.276
1774,248.221
1775,304.243
1776,199.251
1777,296.248
1778,302.239
1779,249.248
1780,371.183
1781,222.253
1782,289.242
1783,236.248
1784,349.221
1785,294.231
1786,235.250
1787,189.256
1788,260.238
1789,165.277
1790,276.229
1791,319.247
1792,069.191
1793,253.246
1794,237.249
1795,248.267
1796,200.247
1797,263.266
1798,224.249
1799,185.274
1800,262.239
1801,348.221
1802,276.249
1803,208.244
1804,257.256
1805,196.262
1806,230.291
1807,220.245
1808,215.265
1809,341.230
1810,253.243
1811,229.223
1812,195.254
1813,270.247
1814,277.242
1815,245.282
1816,227.282
1817,277.252
1818,207.260
1819,298.224
1820,306.250
1821,292.256
1822,265.237
1823,293.236
1824,188.250
1825,173.277
1826,311.253
1827,223.242
1828,249.264
1829,312.233
1830,212.267
1831,290.237
1832,234.278
1833,278.253
1834,218.270
1835,336.241
1836,144.283
1837,266.251
1838,249.216
1839,243.263
1840,234.241
1841,273.262
1842,350.185
1843,309.228
1844,221.277
1845,222.274
1846,213.260
1847,033.190
1848,290.249
1849,216.244
1850,298.240
1851,290.230
1852,307.245
1853,255.235
1854,216.254
1855,289.244
1856,698.191
1857,309.232
1858,303.255
1859,219.247
1860,343.232
1861,231.270
1862,231.269
1863,162.270
1864,331.257
1865,204.262
1866,185.261
1867,254.261
1868,286.253
1869,259.247
1870,196.259
1871,161.268
1872,239.266
1873,254.239
1874,248.242
1875,238.254
1876,267.254
1877,196.270
1878,219.262
1879,232.252
1880,281.263
1881,195.268
1882,056.182
1883,201.255
1884,296.215
1885,241.257
1886,271.242
1887,266.245
1888,315.235
1889,205.283
1890,638.232
1891,152.274
1892,272.248
1893,269.247
1894,201.257
1895,228.234
1896,290.234
1897,329.238
1898,315.232
1899,260.248
1900,226.241
1901,331.234
1902,302.234
1903,033.180
1904,262.248
1905,233.267
1906,176.274
1907,258.252
1908,245.248
1909,319.241
1910,151.274
1911,190.246
1912,227.293
1913,271.260
1914,215.274
1915,178.263
1916,165.266
1917,337.240
1918,343.232
1919,282.253
1920,202.243
1921,295.260
1922,261.287
1923,206.235
1924,210.273
1925,304.230
1926,292.251
1927,191.249
1928,215.271
1929,261.262
1930,408.260
1931,313.243
1932,330.227
1933,036.180
1934,243.214
1935,301.221
1936,290.242
1937,242.259
1938,338.224
1939,265.241
1940,213.246
1941,244.253
1942,329.239
1943,266.281
1944,195.260
1945,203.267
1946,217.263
1947,275.259
1948,302.223
1949,308.241
1950,297.238
1951,252.251
1952,256.218
1953,219.238
1954,256.217
1955,214.266
1956,358.183
1957,320.246
1958,302.225
1959,280.241
1960,213.242
1961,239.246
1962,220.249
1963,163.270
1964,227.241
1965,300.249
1966,289.245
1967,312.249
1968,339.238
1969,236.258
1970,231.242
1971,275.259
1972,227.267
1973,301.243
1974,283.255
1975,285.246
1976,261.285
1977,270.240
1978,242.275
1979,188.268
1980,268.301
1981,207.245
1982,329.231
1983,219.262
1984,220.243
1985,281.243
1986,298.248
1987,669.180
1988,306.227
1989,213.239
1990,235.274
1991,236.263
1992,074.188
1993,274.259
1994,214.231
1995,242.254
1996,172.273
1997,250.214
1998,314.246
1999,228.276
2000,234.265
2001,232.242
2002,279.257
2003,228.295
2004,225.238
2005,214.254
2006,303.254
2007,260.246
2008,268.237
2009,305.224
2010,180.260
2011,201.311
2012,191.253
2013,294.251
2014,356.228
2015,265.265
2016,188.262
2017,238.240
2018,254.246
2019,263.234
2020,198.248
2021,168.266
2022,274.232
2023,228.280
2024,272.262
2025,252.261
2026,174.259
2027,266.250
2028,325.256
2029,277.231
2030,402.238
2031,277.248
2032,263.259
2033,200.283
2034,243.268
2035,083.183
2036,155.272
2037,164.269
2038,257.253
2039,205.265
2040,221.256
2041,190.266
2042,243.215
2043,229.251
2044,247.262
2045,325.230
2046,269.282
2047,202.246
2048,200.279
2049,184.247
2050,238.259
2051,215.271
2052,218.240
2053,180.257
2054,346.225
2055,172.274
2056,247.238
2057,189.249
2058,237.236
2059,282.258
2060,232.249
2061,306.254
2062,305.240
2063,256.219
2064,242.231
2065,175.267
2066,315.229
2067,244.266
2068,256.243
2069,244.245
2070,261.232
2071,243.248
2072,209.271
2073,242.271
2074,236.264
2075,209.265
2076,084.186
2077,213.278
2078,194.259
2079,217.245
2080,278.255
2081,187.274
2082,211.251
2083,163.279
2084,212.248
2085,313.250
2086,233.251
2087,246.264
2088,198.260
2089,086.181
2090,254.290
2091,193.264
2092,148.281
2093,274.248
2094,188.250
2095,236.244
2096,248.237
2097,234.259
2098,274.250
2099,254.232
2100,221.233
2101,202.256
2102,272.247
2103,265.244
2104,322.241
2105,183.264
2106,245.265
2107,220.267
2108,209.238
2109,240.254
2110,180.258
2111,215.240
2112,253.263
2113,150.280
2114,222.243
2115,185.258
2116,303.222
2117,247.232
2118,180.261
2119,219.242
2120,278.254
2121,266.256
2122,191.259
2123,283.240
2124,222.256
2125,279.249
2126,208.259
2127,245.230
2128,214.269
2129,346.235
2130,298.245
2131,183.292
2132,172.269
2133,263.255
2134,212.252
2135,197.282
2136,243.239
2137,210.234
2138,178.265
2139,193.260
2140,274.256
2141,229.272
